source,target
HUVEC,diltiazem
HUVEC,diltiazem
HUVEC,diltiazem
HUVEC,diltiazem
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,pirenzepine
HUVEC,pirenzepine
HUVEC,pirenzepine
HUVEC,pirenzepine
HUVEC,SB-216763
HUVEC,SB-216763
HUVEC,SB-216763
HUVEC,BMS-599626
HUVEC,doxofylline
HUVEC,doxofylline
HUVEC,doxofylline
HUVEC,SGX-523
HUVEC,clofibric-acid
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
HUVEC,brivanib
aliskiren,ACE2
aliskiren,AGT
aliskiren,CMA1
aliskiren,CPA3
aliskiren,CTSG
aliskiren,CTSZ
aliskiren,ENPEP
aliskiren,REN
PF-04620110,DGAT1
quinine,ABCB1
quinine,CYP2D6
quinine,GP9
quinine,KCNB2
quinine,KCNN4
quinine,SLC29A4
felodipine,CACNA1C
felodipine,CACNA1D
felodipine,CACNA1H
felodipine,CACNA1S
felodipine,CACNA2D1
felodipine,CACNA2D2
felodipine,CACNB2
felodipine,CALM1
felodipine,CALM2
felodipine,CALM3
felodipine,CFTR
felodipine,NR3C2
felodipine,PDE1A
felodipine,PDE1B
felodipine,TNNC1
felodipine,TNNC2
GDC-0834,BTK
amlexanox,FGF1
amlexanox,IL3
amlexanox,PPID
amlexanox,S100A12
amlexanox,S100A13
amlexanox,S100A9
flumazenil,GABRA2
flumazenil,GABRA3
flumazenil,GABRA4
flumazenil,GABRA5
flumazenil,GABRA6
flumazenil,GABRB1
flumazenil,GABRB2
flumazenil,GABRB3
flumazenil,GABRD
flumazenil,GABRE
flumazenil,GABRG1
flumazenil,GABRG2
flumazenil,GABRG3
flumazenil,GABRP
flumazenil,GABRQ
repaglinide,ABCC8
repaglinide,CYP2C8
repaglinide,CYP3A5
repaglinide,INS
repaglinide,KCNJ1
repaglinide,KCNJ11
repaglinide,PPARG
repaglinide,SLCO1B1
chloroquine,CYP2C8
chloroquine,GSTA2
chloroquine,MAP2K1
chloroquine,MAP2K2
chloroquine,MRGPRX1
chloroquine,NQO2
chloroquine,SLC22A18
chloroquine,TLR9
chloroquine,TNF
paroxetine,ADRBK1
paroxetine,CHRM1
paroxetine,CHRM4
paroxetine,CHRM5
paroxetine,CYP2B6
paroxetine,GNG2
paroxetine,GNG4
paroxetine,GRK1
paroxetine,SLC6A2
paroxetine,SLC6A4
balsalazide,ALOX5
balsalazide,PPARG
donitriptan,HTR1E
donitriptan,HTR1F
donitriptan,HTR5A
Y-26763,ABCC9
Y-26763,KCNJ8
lamivudine,DCK
FR-180204,MAPK3
bromocriptine,ADCY10
bromocriptine,ADRA1A
bromocriptine,ADRA1B
bromocriptine,ADRA1D
bromocriptine,ADRA2B
bromocriptine,ADRA2C
bromocriptine,DRD1
bromocriptine,DRD3
bromocriptine,DRD4
bromocriptine,GH1
bromocriptine,HTR1B
bromocriptine,HTR1D
bromocriptine,HTR2B
bromocriptine,HTR6
bromocriptine,HTR7
bromocriptine,PRL
bromocriptine,PRLR
nortriptyline,ADRA1A
nortriptyline,ADRA1B
nortriptyline,ADRA1D
nortriptyline,ADRA2B
nortriptyline,ADRA2C
nortriptyline,ADRB1
nortriptyline,ADRB2
nortriptyline,ADRB3
nortriptyline,CHRM1
nortriptyline,CHRM4
nortriptyline,CHRM5
nortriptyline,HRH1
nortriptyline,HTR6
nortriptyline,KCNJ10
nortriptyline,PGRMC1
nortriptyline,PIK3CD
nortriptyline,SIGMAR1
nortriptyline,SLC6A2
nortriptyline,SLC6A4
bimatoprost,AKR1C3
bimatoprost,PTGER1
bimatoprost,PTGER3
bimatoprost,PTGFR
bimatoprost,PTGIR
GSK-J1,KDM6B
GSK-J1,UTY
adapalene,CRABP2
adapalene,RARA
adapalene,RARB
adapalene,RARG
adapalene,RXRA
adapalene,RXRB
adapalene,RXRG
BAY-K8644,CACNA1C
MBX-2982,HCAR3
capecitabine,CES2
capecitabine,CES5A
capecitabine,DPYD
capecitabine,TYMP
capecitabine,TYMS
desvenlafaxine,SLC6A2
desvenlafaxine,SLC6A4
clonazepam,GABRA2
clonazepam,GABRA3
clonazepam,GABRA4
clonazepam,GABRA5
clonazepam,GABRA6
clonazepam,GABRB1
clonazepam,GABRB2
clonazepam,GABRB3
clonazepam,GABRD
clonazepam,GABRE
clonazepam,GABRG1
clonazepam,GABRG2
clonazepam,GABRG3
clonazepam,GABRP
clonazepam,GABRQ
clonazepam,NR1I2
clonazepam,TSPO
TAK-715,MAPK14
TAK-715,TNF
MLN-8054,AURKA
diltiazem,CACNA1C
diltiazem,CACNA1S
diltiazem,CACNA2D1
diltiazem,CACNG1
diltiazem,CYP3A5
diltiazem,CYP3A7
diltiazem,EDN1
diltiazem,HTR3A
diltiazem,KCNA5
diazoxide,ABCC8
diazoxide,ATP1A1
diazoxide,CA1
diazoxide,KCNJ11
diazoxide,KCNMA1
diazoxide,SLC12A3
bezafibrate,APOA1
bezafibrate,APOA2
bezafibrate,APOB
bezafibrate,APOE
bezafibrate,CETP
bezafibrate,CRAT
bezafibrate,HBE1
bezafibrate,HBG1
bezafibrate,HBG2
bezafibrate,HSD11B1
bezafibrate,LPL
bezafibrate,NR1I2
bezafibrate,PPARA
bezafibrate,PPARD
bezafibrate,PPARG
bezafibrate,RXRA
bezafibrate,RXRB
bezafibrate,RXRG
bezafibrate,SERPINE1
bezafibrate,UCP3
pirenzepine,ADCY10
pirenzepine,CHRM1
pirenzepine,CHRM4
pirenzepine,CHRM5
SB-216763,CDK2
SB-216763,GSK3A
SB-216763,GSK3B
BMS-599626,ERBB2
doxofylline,ADORA2A
doxofylline,ADRB2
doxofylline,PDE2A
SGX-523,MET
clofibric-acid,PPARA
brivanib,CYP3A4
brivanib,FGFR2
brivanib,FGFR3
brivanib,FLT1
brivanib,FLT4
brivanib,KCNH2
brivanib,KDR
brivanib,PDGFRA
brivanib,STK35
