source,target
diltiazem,CACNG1
diltiazem,CYP3A5
diltiazem,CYP3A7
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,EDN1
diltiazem,HTR3A
diltiazem,KCNA5
diazoxide,ABCC8
diazoxide,ATP1A1
diazoxide,ATP1A1
diazoxide,CA1
diazoxide,KCNJ11
diazoxide,KCNMA1
diazoxide,SLC12A3
bezafibrate,APOA1
bezafibrate,APOA2
bezafibrate,APOB
bezafibrate,APOE
bezafibrate,APOE
bezafibrate,APOE
bezafibrate,APOE
bezafibrate,CETP
bezafibrate,CETP
bezafibrate,CETP
bezafibrate,CETP
bezafibrate,CRAT
bezafibrate,HBE1
bezafibrate,HBG1
bezafibrate,HBG2
bezafibrate,HSD11B1
bezafibrate,LPL
bezafibrate,LPL
bezafibrate,LPL
bezafibrate,LPL
bezafibrate,NR1I2
bezafibrate,PPARA
bezafibrate,PPARD
bezafibrate,PPARD
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,RXRA
bezafibrate,RXRB
bezafibrate,RXRG
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,SERPINE1
bezafibrate,UCP3
pirenzepine,ADCY10
pirenzepine,CHRM1
pirenzepine,CHRM4
pirenzepine,CHRM5
SB-216763,CDK2
SB-216763,GSK3A
SB-216763,GSK3B
SB-216763,GSK3B
SB-216763,GSK3B
SB-216763,GSK3B
SB-216763,GSK3B
SB-216763,GSK3B
SB-216763,GSK3B
BMS-599626,ERBB2
doxofylline,ADORA2A
doxofylline,ADORA2A
doxofylline,ADORA2A
doxofylline,ADRB2
doxofylline,ADRB2
doxofylline,ADRB2
doxofylline,PDE2A
SGX-523,MET
clofibric-acid,PPARA
brivanib,CYP3A4
brivanib,FGFR2
brivanib,FGFR3
brivanib,FLT1
brivanib,FLT4
brivanib,KCNH2
brivanib,KDR
brivanib,PDGFRA
brivanib,PDGFRA
brivanib,PDGFRA
brivanib,PDGFRA
brivanib,PDGFRA
brivanib,PDGFRA
brivanib,STK35
ACE2,Hypertensive disease
ACE2,Endomyocardial Fibrosis
ACE2,"Aortic Aneurysm, Abdominal"
AGT,Hypertensive disease
AGT,Hypotension
AGT,Heart failure
AGT,Congestive heart failure
AGT,Left-Sided Heart Failure
AGT,"Heart Failure, Right-Sided"
AGT,Myocardial Failure
AGT,Heart Decompensation
AGT,Cardiovascular Diseases
AGT,"Cardiomyopathies, Primary"
AGT,"Myocardial Diseases, Secondary"
AGT,Atherosclerosis
AGT,Atherogenesis
AGT,Myocardial Ischemia
AGT,Endomyocardial Fibrosis
AGT,Malignant Hypertension
AGT,Thrombus
AGT,"Aortic Aneurysm, Abdominal"
AGT,Hyperemia
AGT,Venous Engorgement
AGT,Reactive Hyperemia
AGT,Active Hyperemia
CMA1,Hypertensive disease
REN,Hypertensive disease
REN,Hypotension
REN,Heart failure
REN,Congestive heart failure
REN,Left-Sided Heart Failure
REN,"Heart Failure, Right-Sided"
REN,Myocardial Failure
REN,Heart Decompensation
REN,Malignant Hypertension
CACNA1C,Hypertensive disease
CACNA2D1,Hypertensive disease
NR3C2,Heart failure
NR3C2,Congestive heart failure
NR3C2,Left-Sided Heart Failure
NR3C2,"Heart Failure, Right-Sided"
NR3C2,Myocardial Failure
NR3C2,Heart Decompensation
FGF1,Hypotension
FGF1,Myocardial Ischemia
CYP3A5,Thrombus
INS,Hypertensive disease
INS,Hypotension
INS,Heart failure
INS,Congestive heart failure
INS,Left-Sided Heart Failure
INS,"Heart Failure, Right-Sided"
INS,Myocardial Failure
INS,Heart Decompensation
KCNJ1,Hypertensive disease
PPARG,Hypertensive disease
PPARG,Heart failure
PPARG,Congestive heart failure
PPARG,Left-Sided Heart Failure
PPARG,"Heart Failure, Right-Sided"
PPARG,Myocardial Failure
PPARG,Heart Decompensation
PPARG,Atherosclerosis
PPARG,Atherogenesis
TNF,Hypertensive disease
TNF,Hypotension
TNF,Heart failure
TNF,Congestive heart failure
TNF,Left-Sided Heart Failure
TNF,"Heart Failure, Right-Sided"
TNF,Myocardial Failure
TNF,Heart Decompensation
TNF,"Cardiomyopathies, Primary"
TNF,"Myocardial Diseases, Secondary"
TNF,Atherosclerosis
TNF,Atherogenesis
TNF,Myocardial Ischemia
TNF,Thrombus
SLC6A2,Hypertensive disease
ALOX5,Atherosclerosis
ALOX5,Atherogenesis
PPARG,Hypertensive disease
PPARG,Heart failure
PPARG,Congestive heart failure
PPARG,Left-Sided Heart Failure
PPARG,"Heart Failure, Right-Sided"
PPARG,Myocardial Failure
PPARG,Heart Decompensation
PPARG,Atherosclerosis
PPARG,Atherogenesis
KCNJ8,Myocardial Ischemia
MAPK3,"Cardiomyopathies, Primary"
MAPK3,"Myocardial Diseases, Secondary"
ADRA1B,Hypotension
ADRA2C,Heart failure
ADRA2C,Congestive heart failure
ADRA2C,Left-Sided Heart Failure
ADRA2C,"Heart Failure, Right-Sided"
ADRA2C,Myocardial Failure
ADRA2C,Heart Decompensation
DRD1,Hypotension
GH1,Cardiovascular Diseases
HTR1B,Hypotension
HTR1D,Hypotension
HTR2B,Hypertensive disease
HTR2B,Heart failure
HTR2B,Congestive heart failure
HTR2B,Left-Sided Heart Failure
HTR2B,"Heart Failure, Right-Sided"
HTR2B,Myocardial Failure
HTR2B,Heart Decompensation
PRL,Hypotension
PRL,Heart failure
PRL,Congestive heart failure
PRL,Left-Sided Heart Failure
PRL,"Heart Failure, Right-Sided"
PRL,Myocardial Failure
PRL,Heart Decompensation
ADRA1B,Hypotension
ADRA2C,Heart failure
ADRA2C,Congestive heart failure
ADRA2C,Left-Sided Heart Failure
ADRA2C,"Heart Failure, Right-Sided"
ADRA2C,Myocardial Failure
ADRA2C,Heart Decompensation
ADRB1,Hypertensive disease
ADRB1,Heart failure
ADRB1,Congestive heart failure
ADRB1,Left-Sided Heart Failure
ADRB1,"Heart Failure, Right-Sided"
ADRB1,Myocardial Failure
ADRB1,Heart Decompensation
ADRB1,Cardiovascular Diseases
ADRB1,Myocardial Ischemia
ADRB1,Endomyocardial Fibrosis
ADRB1,Hyperemia
ADRB1,Venous Engorgement
ADRB1,Reactive Hyperemia
ADRB1,Active Hyperemia
ADRB2,"Cardiomyopathies, Primary"
ADRB2,"Myocardial Diseases, Secondary"
ADRB2,Myocardial Ischemia
ADRB3,Heart failure
ADRB3,Congestive heart failure
ADRB3,Left-Sided Heart Failure
ADRB3,"Heart Failure, Right-Sided"
ADRB3,Myocardial Failure
ADRB3,Heart Decompensation
HRH1,Hypotension
HRH1,Atherosclerosis
HRH1,Atherogenesis
SLC6A2,Hypertensive disease
PTGER3,Thrombus
RXRG,Myocardial Ischemia
CACNA1C,Hypertensive disease
SLC6A2,Hypertensive disease
MAPK14,"Cardiomyopathies, Primary"
MAPK14,"Myocardial Diseases, Secondary"
MAPK14,Myocardial Ischemia
TNF,Hypertensive disease
TNF,Hypotension
TNF,Heart failure
TNF,Congestive heart failure
TNF,Left-Sided Heart Failure
TNF,"Heart Failure, Right-Sided"
TNF,Myocardial Failure
TNF,Heart Decompensation
TNF,"Cardiomyopathies, Primary"
TNF,"Myocardial Diseases, Secondary"
TNF,Atherosclerosis
TNF,Atherogenesis
TNF,Myocardial Ischemia
TNF,Thrombus
CACNA1C,Hypertensive disease
CACNA2D1,Hypertensive disease
CYP3A5,Thrombus
EDN1,Hypertensive disease
EDN1,Hypotension
EDN1,Heart failure
EDN1,Congestive heart failure
EDN1,Left-Sided Heart Failure
EDN1,"Heart Failure, Right-Sided"
EDN1,Myocardial Failure
EDN1,Heart Decompensation
EDN1,Cardiovascular Diseases
EDN1,"Cardiomyopathies, Primary"
EDN1,"Myocardial Diseases, Secondary"
EDN1,Myocardial Ischemia
ATP1A1,Hypertensive disease
ATP1A1,Myocardial Ischemia
SLC12A3,Hypertensive disease
APOA1,Hypertensive disease
APOB,Cardiovascular Diseases
APOE,Hypertensive disease
APOE,Cardiovascular Diseases
APOE,Atherosclerosis
APOE,Atherogenesis
CETP,Hypertensive disease
CETP,Cardiovascular Diseases
CETP,Atherosclerosis
CETP,Atherogenesis
HSD11B1,Hypertensive disease
LPL,Hypertensive disease
LPL,Cardiovascular Diseases
LPL,"Cardiomyopathies, Primary"
LPL,"Myocardial Diseases, Secondary"
PPARA,Hypertensive disease
PPARD,"Cardiomyopathies, Primary"
PPARD,"Myocardial Diseases, Secondary"
PPARG,Hypertensive disease
PPARG,Heart failure
PPARG,Congestive heart failure
PPARG,Left-Sided Heart Failure
PPARG,"Heart Failure, Right-Sided"
PPARG,Myocardial Failure
PPARG,Heart Decompensation
PPARG,Atherosclerosis
PPARG,Atherogenesis
RXRG,Myocardial Ischemia
SERPINE1,Hypertensive disease
SERPINE1,Heart failure
SERPINE1,Congestive heart failure
SERPINE1,Left-Sided Heart Failure
SERPINE1,"Heart Failure, Right-Sided"
SERPINE1,Myocardial Failure
SERPINE1,Heart Decompensation
SERPINE1,Atherosclerosis
SERPINE1,Atherogenesis
SERPINE1,Thrombus
GSK3B,Hypertensive disease
GSK3B,Heart failure
GSK3B,Congestive heart failure
GSK3B,Left-Sided Heart Failure
GSK3B,"Heart Failure, Right-Sided"
GSK3B,Myocardial Failure
GSK3B,Heart Decompensation
ADORA2A,Hypotension
ADORA2A,"Cardiomyopathies, Primary"
ADORA2A,"Myocardial Diseases, Secondary"
ADRB2,"Cardiomyopathies, Primary"
ADRB2,"Myocardial Diseases, Secondary"
ADRB2,Myocardial Ischemia
PPARA,Hypertensive disease
KDR,Myocardial Ischemia
PDGFRA,Heart failure
PDGFRA,Congestive heart failure
PDGFRA,Left-Sided Heart Failure
PDGFRA,"Heart Failure, Right-Sided"
PDGFRA,Myocardial Failure
PDGFRA,Heart Decompensation
