source,target
bezafibrate,PPARA
bezafibrate,PPARA
bezafibrate,PPARA
bezafibrate,PPARA
bezafibrate,PPARA
bezafibrate,PPARD
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,PPARG
bezafibrate,RXRA
bezafibrate,RXRB
bezafibrate,RXRG
bezafibrate,SERPINE1
bezafibrate,UCP3
FR-180204,MAPK3
lamivudine,DCK
cytarabine,AICDA
cytarabine,BCR
cytarabine,CDA
cytarabine,DCK
cytarabine,NT5C
cytarabine,NT5C1A
cytarabine,NT5C1B-RDH14
cytarabine,NT5C2
cytarabine,NT5C3A
cytarabine,NT5C3B
cytarabine,NT5E
cytarabine,NT5M
cytarabine,POLA1
cytarabine,POLB
cytarabine,SLC28A1
cytarabine,SLC28A3
cytarabine,SLC29A1
cytarabine,SLC29A2
cytarabine,SLC29A3
cytarabine,ST6GAL1
cytarabine,UCK1
cytarabine,UCK2
cytarabine,UCKL1
ADRB2,Hyperlipidemia
ADRB2,Lipidemias
ADRB2,Hypokalemia
ADRB2,Insulin Resistance
ADRB2,Insulin Sensitivity
ADRB3,Hyperlipidemia
ADRB3,Lipidemias
APOB,Hyperlipidemia
APOB,Lipidemias
APOB,Dyslipidemias
APOB,Dyslipoproteinemias
APOB,Hypertriglyceridemia
APOB,"Hypobetalipoproteinemia, Familial, Apolipoprotein B"
APOB,Familial hypobetalipoproteinemia
APOB,Acanthocytosis With Hypobetalipoproteinemia
CRP,Hypertriglyceridemia
AGT,Hypokalemia
AGT,Alkalosis
APOB,Hyperlipidemia
APOB,Lipidemias
APOB,Dyslipidemias
APOB,Dyslipoproteinemias
APOB,Hypertriglyceridemia
APOB,"Hypobetalipoproteinemia, Familial, Apolipoprotein B"
APOB,Familial hypobetalipoproteinemia
APOB,Acanthocytosis With Hypobetalipoproteinemia
APOE,Hyperlipidemia
APOE,Lipidemias
APOE,Dyslipidemias
APOE,Dyslipoproteinemias
CETP,Hyperlipidemia
CETP,Lipidemias
CETP,Dyslipidemias
CETP,Dyslipoproteinemias
CETP,Hypertriglyceridemia
HSD11B1,Insulin Resistance
HSD11B1,Insulin Sensitivity
LPL,Hyperlipidemia
LPL,Lipidemias
LPL,Dyslipidemias
LPL,Dyslipoproteinemias
LPL,Hypertriglyceridemia
PPARA,Hyperlipidemia
PPARA,Lipidemias
PPARA,Dyslipidemias
PPARA,Dyslipoproteinemias
PPARA,Hypertriglyceridemia
PPARA,Insulin Resistance
PPARA,Insulin Sensitivity
PPARA,Abdominal obesity metabolic syndrome
PPARG,Dyslipidemias
PPARG,Dyslipoproteinemias
PPARG,Insulin Resistance
PPARG,Insulin Sensitivity
